name,budget,placeType,travelers,duration,description,latitude,longitude
Andaman Islands,3055,Nature,Friends,7,"A nature-rich trip with forests, wildlife and calm landscapes. Fun for group travel and activities.",12.5737,92.858
Chicago,3558,City,Family,3,"A lively urban destination with food, shopping and nightlife. Comfortable for family travel.",41.8936,-87.6254
Kyoto West,1303,Historical,Solo,7,"Ideal for museums, architecture and timeless charm. Good for independent travel.",35.0316,135.7582
Sikkim Nature,3033,Nature,Family,12,"A nature-rich trip with forests, wildlife and calm landscapes. Comfortable for family travel.",27.3281,88.5483
Maui,2563,Beach,Solo,4,A relaxing escape with clear waters and sunny beaches. Good for independent travel.,20.7661,-156.3435
Petra,2384,Historical,Couple,8,A destination full of ancient sites and local history. Great for romantic trips.,30.3743,35.4888
Petra,2328,Historical,Friends,2,"Ideal for museums, architecture and timeless charm. Fun for group travel and activities.",30.3239,35.4276
Bukhara,680,Historical,Friends,8,A destination full of ancient sites and local history. Fun for group travel and activities.,39.7788,64.3653
Pantanal North,1867,Nature,Solo,3,"Ideal for eco-tourism, adventure and open spaces. Good for independent travel.",-17.6749,-57.4589
Slovenia 8,651,Nature,Family,10,A scenic destination for nature lovers and outdoor activities. Comfortable for family travel.,46.1698,14.8486
Sikkim Nature 7,748,Nature,Couple,11,"Ideal for eco-tourism, adventure and open spaces. Great for romantic trips.",27.3407,88.5805
New Zealand West,3155,Nature,Family,9,A scenic destination for nature lovers and outdoor activities. Comfortable for family travel.,-41.5164,172.7925
Alps Village East,785,Mountains,Friends,4,A mountain retreat with fresh air and adventure activities. Fun for group travel and activities.,33.9709,-83.4016
Jerusalem,1989,Historical,Couple,6,"Ideal for museums, architecture and timeless charm. Great for romantic trips.",31.7825,35.1769
Luxor,2534,Historical,Family,8,"Ideal for museums, architecture and timeless charm. Comfortable for family travel.",25.6537,32.6879
Kuala Lumpur 3,1328,City,Friends,4,"Perfect for sightseeing, culture and modern attractions. Fun for group travel and activities.",3.1789,101.6678
Los Angeles 4,2822,City,Friends,6,"A lively urban destination with food, shopping and nightlife. Fun for group travel and activities.",34.0578,-118.2654
Bangkok 3,2262,City,Family,12,"A lively urban destination with food, shopping and nightlife. Comfortable for family travel.",13.7484,100.4881
Istanbul 2,1266,City,Friends,11,"A lively urban destination with food, shopping and nightlife. Fun for group travel and activities.",40.9656,28.9556
Istanbul Old Town,2055,Historical,Family,8,"Rich in heritage, monuments and cultural experiences. Comfortable for family travel.",50.046,19.9915
Slovenia,706,Nature,Solo,10,A scenic destination for nature lovers and outdoor activities. Good for independent travel.,46.1306,14.803
Kerala,2577,Nature,Solo,4,"Ideal for eco-tourism, adventure and open spaces. Good for independent travel.",10.3533,76.4843
Dubai Coast,5144,Beach,Friends,10,"Ideal for swimming, resorts and coastal relaxation. Fun for group travel and activities.",25.3228,55.2945
Goa North,4597,Beach,Couple,9,"Ideal for swimming, resorts and coastal relaxation. Great for romantic trips.",15.3339,74.1192
Ooty Hills,1049,Mountains,Couple,6,"Perfect for trekking, snow views and peaceful stays. Great for romantic trips.",11.4119,76.6604
Maui West,2869,Beach,Friends,5,"Ideal for swimming, resorts and coastal relaxation. Fun for group travel and activities.",20.8213,-156.3171
Madagascar,2312,Nature,Solo,5,"A nature-rich trip with forests, wildlife and calm landscapes. Good for independent travel.",-18.9298,46.426
Kashmir Valley,1373,Mountains,Friends,8,"Perfect for trekking, snow views and peaceful stays. Fun for group travel and activities.",25.319,55.2994
Nice Coast 7,5258,Beach,Solo,7,"Ideal for swimming, resorts and coastal relaxation. Good for independent travel.",-30.7856,30.3646
Scotland Highlands,1845,Mountains,Solo,4,"Perfect for trekking, snow views and peaceful stays. Good for independent travel.",57.3131,-4.2984
Slovenia,1914,Nature,Friends,9,"A nature-rich trip with forests, wildlife and calm landscapes. Fun for group travel and activities.",46.0764,14.7658
Tanzania,1016,Nature,Friends,11,"A nature-rich trip with forests, wildlife and calm landscapes. Fun for group travel and activities.",-6.5135,35.8088
Munnar,2635,Nature,Family,8,A scenic destination for nature lovers and outdoor activities. Comfortable for family travel.,10.1366,77.0871
Canada Wilderness,1744,Nature,Couple,9,"Ideal for eco-tourism, adventure and open spaces. Great for romantic trips.",51.1276,-115.5827
Ooty Hills,1207,Mountains,Family,2,"Perfect for trekking, snow views and peaceful stays. Comfortable for family travel.",11.3969,76.715
Berlin 9,1767,City,Family,11,"A lively urban destination with food, shopping and nightlife. Comfortable for family travel.",52.4709,13.3664
Patagonia,3431,Mountains,Family,4,"Great for hiking, cool weather and scenic viewpoints. Comfortable for family travel.",31.5469,-110.739
Ooty Hills North,2179,Mountains,Couple,9,A mountain retreat with fresh air and adventure activities. Great for romantic trips.,11.4189,76.6655
Rome West,2540,City,Solo,4,"A lively urban destination with food, shopping and nightlife. Good for independent travel.",41.9411,12.479
Ooty Hills East,3109,Mountains,Friends,8,A mountain retreat with fresh air and adventure activities. Fun for group travel and activities.,11.4404,76.6554
Luxor South,1191,Historical,Couple,6,"Rich in heritage, monuments and cultural experiences. Great for romantic trips.",25.7078,32.67
Coorg,1370,Nature,Solo,10,A scenic destination for nature lovers and outdoor activities. Good for independent travel.,12.3843,75.6264
Manali,1151,Mountains,Friends,3,"Perfect for trekking, snow views and peaceful stays. Fun for group travel and activities.",32.291,77.171
Goa East,3497,Beach,Family,8,A relaxing escape with clear waters and sunny beaches. Comfortable for family travel.,15.3233,74.0434
Maui,1398,Beach,Friends,7,A scenic beach getaway with water sports and sunsets. Fun for group travel and activities.,20.7875,-156.3009
Rome North,2842,Historical,Solo,4,A destination full of ancient sites and local history. Good for independent travel.,41.8576,12.5009
Uganda,1883,Nature,Friends,9,A scenic destination for nature lovers and outdoor activities. Fun for group travel and activities.,1.5631,32.1965
Hampi 2,1210,Historical,Friends,8,"Ideal for museums, architecture and timeless charm. Fun for group travel and activities.",15.3851,76.4999
Bhutan,1453,Nature,Friends,9,A scenic destination for nature lovers and outdoor activities. Fun for group travel and activities.,27.5382,90.5516
Istanbul Old Town 5,1278,Historical,Solo,7,"Ideal for museums, architecture and timeless charm. Good for independent travel.",50.0929,19.9697
Hong Kong 1,1588,City,Solo,11,A fast-paced city with iconic landmarks and great transit. Good for independent travel.,22.3153,114.1683
Langkawi,1985,Beach,Solo,5,A relaxing escape with clear waters and sunny beaches. Good for independent travel.,6.3595,99.7588
Andaman Islands 7,2685,Nature,Solo,12,"A nature-rich trip with forests, wildlife and calm landscapes. Good for independent travel.",12.6417,92.8028
Rome 1,2390,Historical,Family,3,A destination full of ancient sites and local history. Comfortable for family travel.,41.8485,12.525
Istanbul Old Town,1069,Historical,Solo,2,"Rich in heritage, monuments and cultural experiences. Good for independent travel.",50.0397,19.9861
Cancun,2263,Beach,Solo,7,A scenic beach getaway with water sports and sunsets. Good for independent travel.,21.1696,-86.8598
Himachal Hills,939,Mountains,Solo,6,"Great for hiking, cool weather and scenic viewpoints. Good for independent travel.",0.0,0.0
Varanasi,2138,Historical,Family,8,"Rich in heritage, monuments and cultural experiences. Comfortable for family travel.",25.3571,82.9665
Galapagos,2519,Nature,Couple,11,"Ideal for eco-tourism, adventure and open spaces. Great for romantic trips.",40.6815,-3.3694
Istanbul,3065,City,Friends,8,"Perfect for sightseeing, culture and modern attractions. Fun for group travel and activities.",41.0551,28.9747
Maldives,5538,Beach,Family,4,"Ideal for swimming, resorts and coastal relaxation. Comfortable for family travel.",3.6777,73.1808
Bhutan,843,Nature,Friends,11,A scenic destination for nature lovers and outdoor activities. Fun for group travel and activities.,27.5138,90.5351
Bora Bora North,5547,Beach,Friends,10,A scenic beach getaway with water sports and sunsets. Fun for group travel and activities.,-16.5467,-151.7159
Himachal Hills East,946,Mountains,Solo,9,A mountain retreat with fresh air and adventure activities. Good for independent travel.,0.0,0.0
Nice Coast,1372,Beach,Family,5,A relaxing escape with clear waters and sunny beaches. Comfortable for family travel.,-30.8329,30.403
Kyoto 4,2879,Historical,Couple,4,"Ideal for museums, architecture and timeless charm. Great for romantic trips.",35.0099,135.7921
Kashmir Valley,2554,Mountains,Family,6,"Great for hiking, cool weather and scenic viewpoints. Comfortable for family travel.",25.2491,55.3466
Jaipur 1,665,Historical,Family,7,A destination full of ancient sites and local history. Comfortable for family travel.,26.9149,75.7921
Copenhagen West,3555,City,Solo,4,"Perfect for sightseeing, culture and modern attractions. Good for independent travel.",55.689,12.539
New Zealand,2706,Nature,Solo,3,"Ideal for eco-tourism, adventure and open spaces. Good for independent travel.",-41.5369,172.8298
Madagascar,1225,Nature,Friends,3,"A nature-rich trip with forests, wildlife and calm landscapes. Fun for group travel and activities.",-18.9709,46.4914
Rome,681,Historical,Couple,8,"Rich in heritage, monuments and cultural experiences. Great for romantic trips.",41.921,12.4961
Uganda,1459,Nature,Couple,10,"Ideal for eco-tourism, adventure and open spaces. Great for romantic trips.",1.4993,32.2356
Kenya Safari 5,1303,Nature,Solo,9,A scenic destination for nature lovers and outdoor activities. Good for independent travel.,-1.8024,36.8259
Machu Picchu,2917,Historical,Couple,7,"Ideal for museums, architecture and timeless charm. Great for romantic trips.",-13.1844,-72.5518
Phuket,3126,Beach,Couple,6,A scenic beach getaway with water sports and sunsets. Great for romantic trips.,7.8975,98.3992
Madrid West,3588,City,Family,10,A fast-paced city with iconic landmarks and great transit. Comfortable for family travel.,40.4431,-3.7496
Edinburgh 2,2571,City,Family,8,"Perfect for sightseeing, culture and modern attractions. Comfortable for family travel.",55.9557,-3.1422
Ephesus 7,1519,Historical,Solo,2,A destination full of ancient sites and local history. Good for independent travel.,37.9298,27.3113
Swiss Alps,1497,Mountains,Friends,7,"Perfect for trekking, snow views and peaceful stays. Fun for group travel and activities.",46.6383,8.7642
Cairo,1406,Historical,Couple,3,"Ideal for museums, architecture and timeless charm. Great for romantic trips.",30.0548,31.2445
Paris,2569,City,Friends,2,"A lively urban destination with food, shopping and nightlife. Fun for group travel and activities.",48.8733,2.3295
Lisbon,2195,City,Couple,2,"A lively urban destination with food, shopping and nightlife. Great for romantic trips.",38.6643,-9.1729
Slovenia,891,Nature,Friends,10,"A nature-rich trip with forests, wildlife and calm landscapes. Fun for group travel and activities.",46.0958,14.8048
Amsterdam South,3640,City,Family,3,"A lively urban destination with food, shopping and nightlife. Comfortable for family travel.",52.3504,4.8919
Austria Alps,969,Mountains,Friends,3,A mountain retreat with fresh air and adventure activities. Fun for group travel and activities.,47.2419,13.5451
Prague Old Town Central,2283,Historical,Solo,3,A destination full of ancient sites and local history. Good for independent travel.,50.0717,14.383
Luxor 8,1991,Historical,Solo,7,A destination full of ancient sites and local history. Good for independent travel.,25.7278,32.6222
Kenya Safari 2,920,Nature,Solo,3,"A nature-rich trip with forests, wildlife and calm landscapes. Good for independent travel.",-1.817,36.792
Amazon Rainforest,1955,Nature,Family,9,"A nature-rich trip with forests, wildlife and calm landscapes. Comfortable for family travel.",-5.4944,-74.364
Bali 7,2045,Beach,Solo,7,A scenic beach getaway with water sports and sunsets. Good for independent travel.,-8.2202,115.1585
Patagonia,1303,Mountains,Couple,9,A mountain retreat with fresh air and adventure activities. Great for romantic trips.,31.5775,-110.8029
Sydney,1034,City,Couple,5,"Perfect for sightseeing, culture and modern attractions. Great for romantic trips.",-33.8976,151.1885
Rocky Mountains,3323,Mountains,Couple,5,"Perfect for trekking, snow views and peaceful stays. Great for romantic trips.",43.365,-110.9023
Hampi East,2969,Historical,Family,6,A destination full of ancient sites and local history. Comfortable for family travel.,15.3441,76.4702
Goa,1345,Beach,Friends,10,A scenic beach getaway with water sports and sunsets. Fun for group travel and activities.,15.2981,74.1115
Gold Coast,2958,Beach,Couple,10,"Ideal for swimming, resorts and coastal relaxation. Great for romantic trips.",-28.0493,153.4459
Maldives 1,1081,Beach,Family,4,A relaxing escape with clear waters and sunny beaches. Comfortable for family travel.,3.7045,73.2389
Dubai Coast,2592,Beach,Friends,8,A relaxing escape with clear waters and sunny beaches. Fun for group travel and activities.,25.3169,55.3469
Himachal Hills,1773,Mountains,Couple,4,"Great for hiking, cool weather and scenic viewpoints. Great for romantic trips.",0.0,0.0
Maldives North,3144,Beach,Couple,4,A scenic beach getaway with water sports and sunsets. Great for romantic trips.,3.739,73.1983
Istanbul,2049,City,Couple,9,A fast-paced city with iconic landmarks and great transit. Great for romantic trips.,40.9877,28.981
Hawaii,1535,Beach,Friends,4,A relaxing escape with clear waters and sunny beaches. Fun for group travel and activities.,19.5493,-155.4751
Pantanal,1802,Nature,Family,12,A scenic destination for nature lovers and outdoor activities. Comfortable for family travel.,-17.6771,-57.4437
Kenya Safari,1108,Nature,Family,8,"A nature-rich trip with forests, wildlife and calm landscapes. Comfortable for family travel.",-1.8388,36.8062
Galapagos,1357,Nature,Friends,4,A scenic destination for nature lovers and outdoor activities. Fun for group travel and activities.,40.6995,-3.3796
Samarkand,2642,Historical,Family,6,"Ideal for museums, architecture and timeless charm. Comfortable for family travel.",39.6062,66.9333
Ooty Hills 7,2726,Mountains,Friends,9,"Perfect for trekking, snow views and peaceful stays. Fun for group travel and activities.",11.4048,76.6565
Singapore,1631,City,Couple,9,"Perfect for sightseeing, culture and modern attractions. Great for romantic trips.",1.3301,103.7952
Prague Old Town,2132,Historical,Couple,4,"Rich in heritage, monuments and cultural experiences. Great for romantic trips.",50.0403,14.4427
Alps Village 9,1642,Mountains,Family,2,A mountain retreat with fresh air and adventure activities. Comfortable for family travel.,33.9602,-83.3939
Hampi,2371,Historical,Friends,5,A destination full of ancient sites and local history. Fun for group travel and activities.,15.3818,76.5078
Rome,2409,Historical,Couple,3,"Rich in heritage, monuments and cultural experiences. Great for romantic trips.",41.9192,12.4383
Ooty Hills,1832,Mountains,Solo,5,A mountain retreat with fresh air and adventure activities. Good for independent travel.,11.4446,76.6958
Toronto,2167,City,Couple,5,A fast-paced city with iconic landmarks and great transit. Great for romantic trips.,43.6049,-79.3727
Rocky Mountains,2924,Mountains,Couple,6,A mountain retreat with fresh air and adventure activities. Great for romantic trips.,43.3189,-110.9253
Prague Old Town Central,2533,Historical,Solo,7,"Rich in heritage, monuments and cultural experiences. Good for independent travel.",50.0938,14.3971
Seychelles,2914,Beach,Friends,10,"Ideal for swimming, resorts and coastal relaxation. Fun for group travel and activities.",-4.6505,55.4765
Miami Beach,2716,Beach,Friends,10,"Ideal for swimming, resorts and coastal relaxation. Fun for group travel and activities.",25.7774,-80.1496
Nice Coast,3503,Beach,Couple,3,A relaxing escape with clear waters and sunny beaches. Great for romantic trips.,-30.8089,30.3872
Luxor 1,2802,Historical,Friends,4,"Rich in heritage, monuments and cultural experiences. Fun for group travel and activities.",25.6786,32.6213
Maui West,5654,Beach,Family,9,A relaxing escape with clear waters and sunny beaches. Comfortable for family travel.,20.768,-156.2771
Pantanal,2444,Nature,Couple,4,"A nature-rich trip with forests, wildlife and calm landscapes. Great for romantic trips.",-17.6635,-57.4067
Goa,1262,Beach,Couple,10,A relaxing escape with clear waters and sunny beaches. Great for romantic trips.,15.2844,74.0411
Teotihuacan Central,1554,Historical,Couple,4,"Rich in heritage, monuments and cultural experiences. Great for romantic trips.",19.7266,-98.8548
Ooty Hills,1403,Mountains,Solo,7,"Great for hiking, cool weather and scenic viewpoints. Good for independent travel.",11.3789,76.7221
Zanzibar,4917,Beach,Friends,4,A relaxing escape with clear waters and sunny beaches. Fun for group travel and activities.,-6.0913,39.3174
Andes 4,1350,Mountains,Friends,6,"Perfect for trekking, snow views and peaceful stays. Fun for group travel and activities.",5.6688,-75.8847
Istanbul Old Town West,630,Historical,Couple,3,"Ideal for museums, architecture and timeless charm. Great for romantic trips.",50.0378,19.9245
Hawaii 8,5663,Beach,Family,10,A relaxing escape with clear waters and sunny beaches. Comfortable for family travel.,19.6414,-155.3973
Prague West,2220,City,Friends,6,"A lively urban destination with food, shopping and nightlife. Fun for group travel and activities.",50.0739,14.4672
Tulum South,4750,Beach,Friends,9,A scenic beach getaway with water sports and sunsets. Fun for group travel and activities.,20.4082,-87.6959
Seoul,1921,City,Couple,12,A fast-paced city with iconic landmarks and great transit. Great for romantic trips.,37.5784,126.9704
Langkawi,5528,Beach,Friends,4,A scenic beach getaway with water sports and sunsets. Fun for group travel and activities.,6.3837,99.7615
Andes,1375,Mountains,Friends,6,A mountain retreat with fresh air and adventure activities. Fun for group travel and activities.,5.7023,-75.8524
Rome West,2361,City,Friends,7,"A lively urban destination with food, shopping and nightlife. Fun for group travel and activities.",41.8488,12.4577
Barcelona East,3704,City,Solo,4,"Perfect for sightseeing, culture and modern attractions. Good for independent travel.",41.3597,2.1818
Rome,3722,City,Couple,9,"A lively urban destination with food, shopping and nightlife. Great for romantic trips.",41.8949,12.4824
Maldives North,2451,Beach,Solo,7,A relaxing escape with clear waters and sunny beaches. Good for independent travel.,3.6992,73.2004
Kuala Lumpur,3574,City,Solo,6,"A lively urban destination with food, shopping and nightlife. Good for independent travel.",3.1493,101.6683
Bali Central,4621,Beach,Couple,3,A scenic beach getaway with water sports and sunsets. Great for romantic trips.,-8.2372,115.2162
Alps Village,3150,Mountains,Solo,2,"Great for hiking, cool weather and scenic viewpoints. Good for independent travel.",33.982,-83.4465
Dolomites,1074,Mountains,Couple,2,A mountain retreat with fresh air and adventure activities. Great for romantic trips.,46.3187,12.0605
Phuket South,1791,Beach,Couple,5,A scenic beach getaway with water sports and sunsets. Great for romantic trips.,7.949,98.3778
Dublin 4,2121,City,Family,10,"Perfect for sightseeing, culture and modern attractions. Comfortable for family travel.",53.3433,-6.2227
Kyoto,1475,Historical,Couple,2,"Rich in heritage, monuments and cultural experiences. Great for romantic trips.",35.0326,135.7774
Varanasi,2194,Historical,Solo,3,"Ideal for museums, architecture and timeless charm. Good for independent travel.",25.3682,82.9808
Austria Alps,879,Mountains,Family,3,"Perfect for trekking, snow views and peaceful stays. Comfortable for family travel.",47.2323,13.5813
Kyoto Central,1631,Historical,Couple,2,"Ideal for museums, architecture and timeless charm. Great for romantic trips.",35.0591,135.7875
Sri Lanka Coast,3604,Beach,Couple,10,A scenic beach getaway with water sports and sunsets. Great for romantic trips.,5.984,80.455
Andaman Islands,2593,Nature,Friends,6,"A nature-rich trip with forests, wildlife and calm landscapes. Fun for group travel and activities.",12.6015,92.88
Kerala,1468,Nature,Family,9,"A nature-rich trip with forests, wildlife and calm landscapes. Comfortable for family travel.",10.3349,76.5006
Sikkim,1527,Mountains,Family,4,"Great for hiking, cool weather and scenic viewpoints. Comfortable for family travel.",27.5559,88.4136
Andaman Islands 1,1049,Nature,Family,7,"Ideal for eco-tourism, adventure and open spaces. Comfortable for family travel.",12.6363,92.8008
Swiss Alps 4,2056,Mountains,Couple,7,"Great for hiking, cool weather and scenic viewpoints. Great for romantic trips.",46.6731,8.7348
Bora Bora,5271,Beach,Friends,8,A relaxing escape with clear waters and sunny beaches. Fun for group travel and activities.,-16.5493,-151.7212
Cairo,813,Historical,Couple,7,"Rich in heritage, monuments and cultural experiences. Great for romantic trips.",30.0731,31.1941
Nice Coast,2935,Beach,Couple,4,A relaxing escape with clear waters and sunny beaches. Great for romantic trips.,-30.8282,30.3617
Bora Bora 5,2445,Beach,Friends,6,"Ideal for swimming, resorts and coastal relaxation. Fun for group travel and activities.",-16.4947,-151.7585
Cancun,1655,Beach,Friends,8,"Ideal for swimming, resorts and coastal relaxation. Fun for group travel and activities.",21.1548,-86.7954
Luxor West,1238,Historical,Friends,8,A destination full of ancient sites and local history. Fun for group travel and activities.,25.6688,32.6952
San Francisco,3237,City,Family,10,"Perfect for sightseeing, culture and modern attractions. Comfortable for family travel.",37.7642,-122.4395
Hampi 9,2457,Historical,Family,4,A destination full of ancient sites and local history. Comfortable for family travel.,15.3743,76.4171
Istanbul,3728,City,Couple,9,"A lively urban destination with food, shopping and nightlife. Great for romantic trips.",40.9684,28.9977
Edinburgh,2812,City,Family,8,"Perfect for sightseeing, culture and modern attractions. Comfortable for family travel.",55.9982,-3.1757
Teotihuacan 7,2274,Historical,Solo,2,"Rich in heritage, monuments and cultural experiences. Good for independent travel.",19.7327,-98.8756
Miami Beach East,3855,Beach,Family,10,"Ideal for swimming, resorts and coastal relaxation. Comfortable for family travel.",25.7529,-80.1362
Bora Bora,1282,Beach,Friends,8,A scenic beach getaway with water sports and sunsets. Fun for group travel and activities.,-16.4683,-151.7528
Petra,1613,Historical,Family,6,"Rich in heritage, monuments and cultural experiences. Comfortable for family travel.",30.2961,35.4446
Hong Kong,2428,City,Friends,11,"Perfect for sightseeing, culture and modern attractions. Fun for group travel and activities.",22.3284,114.1582
Miami Beach Central,3475,Beach,Family,9,A scenic beach getaway with water sports and sunsets. Comfortable for family travel.,25.7976,-80.1596
New York,1384,City,Family,6,"A lively urban destination with food, shopping and nightlife. Comfortable for family travel.",40.7289,-73.9737
Langkawi West,1793,Beach,Solo,4,A scenic beach getaway with water sports and sunsets. Good for independent travel.,6.3758,99.8041
Andes,1422,Mountains,Couple,7,A mountain retreat with fresh air and adventure activities. Great for romantic trips.,5.6917,-75.8626
Hawaii,4691,Beach,Solo,6,A scenic beach getaway with water sports and sunsets. Good for independent travel.,19.6103,-155.3899
Seychelles,4348,Beach,Family,10,A relaxing escape with clear waters and sunny beaches. Comfortable for family travel.,-4.7012,55.4715
Aspen,1210,Mountains,Friends,6,"Perfect for trekking, snow views and peaceful stays. Fun for group travel and activities.",39.1614,-106.8133
Langkawi,1825,Beach,Friends,3,A scenic beach getaway with water sports and sunsets. Fun for group travel and activities.,6.4058,99.8212
Iceland 7,1364,Nature,Solo,11,A scenic destination for nature lovers and outdoor activities. Good for independent travel.,64.9405,-18.0881
Sikkim,2080,Mountains,Friends,8,A mountain retreat with fresh air and adventure activities. Fun for group travel and activities.,27.6329,88.4408
Mauritius,4100,Beach,Friends,3,A relaxing escape with clear waters and sunny beaches. Fun for group travel and activities.,-20.2613,57.5964
Prague Old Town,705,Historical,Couple,6,"Ideal for museums, architecture and timeless charm. Great for romantic trips.",50.1271,14.4504
Mauritius,4892,Beach,Friends,9,A relaxing escape with clear waters and sunny beaches. Fun for group travel and activities.,-20.3212,57.5719
Banff South,3476,Mountains,Family,9,"Perfect for trekking, snow views and peaceful stays. Comfortable for family travel.",51.2075,-115.5539
New Zealand,2252,Nature,Family,10,A scenic destination for nature lovers and outdoor activities. Comfortable for family travel.,-41.4893,172.8086
Maui 5,2047,Beach,Solo,10,"Ideal for swimming, resorts and coastal relaxation. Good for independent travel.",20.7743,-156.328
Gold Coast,4949,Beach,Solo,6,A scenic beach getaway with water sports and sunsets. Good for independent travel.,-27.958,153.4234
New York South,3731,City,Friends,2,"Perfect for sightseeing, culture and modern attractions. Fun for group travel and activities.",40.6862,-73.9733
Cancun,2008,Beach,Friends,5,A scenic beach getaway with water sports and sunsets. Fun for group travel and activities.,21.1989,-86.8669
Dolomites 7,3337,Mountains,Solo,7,A mountain retreat with fresh air and adventure activities. Good for independent travel.,46.2546,12.0816
Bora Bora,1947,Beach,Family,7,"Ideal for swimming, resorts and coastal relaxation. Comfortable for family travel.",-16.4577,-151.6993
Kenya Safari South,2846,Nature,Solo,8,A scenic destination for nature lovers and outdoor activities. Good for independent travel.,-1.8782,36.8263
Prague South,3216,City,Solo,10,"Perfect for sightseeing, culture and modern attractions. Good for independent travel.",50.0674,14.3771
Gulmarg North,1136,Mountains,Couple,8,A mountain retreat with fresh air and adventure activities. Great for romantic trips.,34.0698,74.3862
Dubai Coast,5094,Beach,Couple,10,A scenic beach getaway with water sports and sunsets. Great for romantic trips.,25.306,55.2796
Budapest 5,2065,City,Family,10,"Perfect for sightseeing, culture and modern attractions. Comfortable for family travel.",47.4622,19.1457
Langkawi,4085,Beach,Family,3,A scenic beach getaway with water sports and sunsets. Comfortable for family travel.,6.402,99.7729
Bali,4993,Beach,Couple,9,A scenic beach getaway with water sports and sunsets. Great for romantic trips.,-8.2753,115.1686
Varanasi,2539,Historical,Friends,4,"Ideal for museums, architecture and timeless charm. Fun for group travel and activities.",25.36,82.9585
Patagonia,2944,Mountains,Couple,8,"Perfect for trekking, snow views and peaceful stays. Great for romantic trips.",31.568,-110.7549
Edinburgh South,2674,City,Family,12,A fast-paced city with iconic landmarks and great transit. Comfortable for family travel.,55.9829,-3.2056
Teotihuacan,1459,Historical,Couple,3,"Ideal for museums, architecture and timeless charm. Great for romantic trips.",19.6503,-98.8869
Kerala,2042,Nature,Couple,9,"Ideal for eco-tourism, adventure and open spaces. Great for romantic trips.",10.3744,76.4862
Machu Picchu,1080,Historical,Solo,6,"Ideal for museums, architecture and timeless charm. Good for independent travel.",-13.1517,-72.5883
Jerusalem,1086,Historical,Solo,3,"Ideal for museums, architecture and timeless charm. Good for independent travel.",31.8052,35.2167
Norway Fjords,3197,Nature,Friends,4,A scenic destination for nature lovers and outdoor activities. Fun for group travel and activities.,61.0263,5.7599
Ephesus North,1091,Historical,Solo,2,"Ideal for museums, architecture and timeless charm. Good for independent travel.",37.9353,27.3448
Sri Lanka Rainforest,2903,Nature,Solo,12,A scenic destination for nature lovers and outdoor activities. Good for independent travel.,6.3839,80.5317
Los Angeles 5,2372,City,Couple,9,"A lively urban destination with food, shopping and nightlife. Great for romantic trips.",34.0813,-118.2386
Istanbul,3723,City,Solo,10,"Perfect for sightseeing, culture and modern attractions. Good for independent travel.",41.0459,29.0056
Munnar,761,Nature,Friends,11,"A nature-rich trip with forests, wildlife and calm landscapes. Fun for group travel and activities.",10.0572,77.023
Dubai,821,City,Couple,10,"A lively urban destination with food, shopping and nightlife. Great for romantic trips.",25.0906,55.1517
Nice Coast,2320,Beach,Couple,4,A relaxing escape with clear waters and sunny beaches. Great for romantic trips.,-30.8513,30.4177
Sydney,2289,City,Family,10,"A lively urban destination with food, shopping and nightlife. Comfortable for family travel.",-33.8417,151.1991
Banff,3399,Mountains,Family,9,"Perfect for trekking, snow views and peaceful stays. Comfortable for family travel.",51.2095,-115.5611
Austria Alps,1105,Mountains,Couple,2,"Great for hiking, cool weather and scenic viewpoints. Great for romantic trips.",47.2717,13.5589
Rocky Mountains,3166,Mountains,Couple,5,"Great for hiking, cool weather and scenic viewpoints. Great for romantic trips.",43.4052,-110.9283
Bhutan,2752,Nature,Solo,7,"Ideal for eco-tourism, adventure and open spaces. Good for independent travel.",27.5441,90.4629
Cairo,2342,Historical,Family,7,"Rich in heritage, monuments and cultural experiences. Comfortable for family travel.",30.065,31.1881
Rocky Mountains,3008,Mountains,Family,4,A mountain retreat with fresh air and adventure activities. Comfortable for family travel.,43.361,-110.9429
Rome,917,Historical,Couple,4,"Ideal for museums, architecture and timeless charm. Great for romantic trips.",41.8542,12.4921
Bhutan,1849,Nature,Solo,4,"A nature-rich trip with forests, wildlife and calm landscapes. Good for independent travel.",27.5532,90.534
Cancun,1802,Beach,Solo,9,A relaxing escape with clear waters and sunny beaches. Good for independent travel.,21.1932,-86.8744
Hawaii,5823,Beach,Family,10,A scenic beach getaway with water sports and sunsets. Comfortable for family travel.,19.5586,-155.4441
Uganda,2988,Nature,Family,4,"Ideal for eco-tourism, adventure and open spaces. Comfortable for family travel.",1.5296,32.2376
Mauritius 1,4906,Beach,Friends,5,A scenic beach getaway with water sports and sunsets. Fun for group travel and activities.,-20.2339,57.6119
Maui,4103,Beach,Couple,7,A scenic beach getaway with water sports and sunsets. Great for romantic trips.,20.8106,-156.3382
Bhutan 8,1249,Nature,Friends,10,"Ideal for eco-tourism, adventure and open spaces. Fun for group travel and activities.",27.5574,90.4647
Andes,1950,Mountains,Couple,3,"Great for hiking, cool weather and scenic viewpoints. Great for romantic trips.",5.6736,-75.9196
Rome,1183,City,Couple,4,A fast-paced city with iconic landmarks and great transit. Great for romantic trips.,41.8543,12.4545
Kodaikanal Central,743,Mountains,Friends,8,A mountain retreat with fresh air and adventure activities. Fun for group travel and activities.,10.2076,77.454
